Unnamed: 0,Brand,Model,YOM,Engine (cc),Gear,Fuel Type,Millage(KM),Town,Date,Leasing,Condition,AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW,Price
0.0,AUDI,A1,2016.0,990.0,Automatic,Petrol,99000.0,Gampaha,2025-02-05,No Leasing,USED,Available,Available,Available,Available,100.0
1.0,AUDI,A1,2017.0,1000.0,Automatic,Petrol,88000.0,Colombo,2025-01-14,No Leasing,USED,Available,Available,Available,Available,97.0
2.0,AUDI,A1,2018.0,1000.0,Automatic,Petrol,77000.0,Dehiwala-Mount-Lavinia,2025-01-23,No Leasing,USED,Available,Available,Available,Available,98.5
3.0,AUDI,A1,2017.0,1000.0,Automatic,Petrol,88000.0,Negombo,2024-12-21,No Leasing,USED,Available,Available,Available,Available,107.0
4.0,AUDI,A1,2017.0,1000.0,Automatic,Petrol,88000.0,Colombo,2024-12-21,No Leasing,USED,Available,Available,Available,Available,99.5
5.0,AUDI,A1,2018.0,1500.0,Automatic,Petrol,77000.0,Colombo,2024-12-16,No Leasing,USED,Available,Available,Available,Available,91.375
6.0,AUDI,A1,2017.0,1000.0,Automatic,Petrol,88000.0,Matara,2024-12-11,No Leasing,USED,Available,Available,Available,Available,104.0
7.0,AUDI,A1 RS,2016.0,1000.0,Automatic,Petrol,99000.0,Colombo,2025-01-19,No Leasing,USED,Available,Available,Available,Available,105.0
8.0,AUDI,A3,2018.0,1000.0,Automatic,Petrol,77000.0,Nugegoda,2025-02-05,No Leasing,USED,Available,Available,Available,Available,139.0
9.0,AUDI,A3,2018.0,1750.0,Automatic,Petrol,77000.0,Gampaha,2025-01-31,No Leasing,USED,Available,Available,Available,Available,139.0
10.0,AUDI,A3,2018.0,1000.0,Automatic,Petrol,77000.0,Anuradapura,2025-01-23,No Leasing,USED,Available,Available,Available,Available,139.0
11.0,AUDI,A3,2018.0,1000.0,Automatic,Petrol,77000.0,Kandy,2025-01-20,No Leasing,USED,Available,Available,Available,Available,139.0
12.0,AUDI,A3 S LINE,2018.0,1000.0,Automatic,Petrol,77000.0,Colombo,2025-01-19,No Leasing,USED,Available,Available,Available,Available,178.0
13.0,AUDI,A3 S LINE,2018.0,1000.0,Automatic,Petrol,77000.0,Colombo,2024-12-13,No Leasing,USED,Available,Available,Available,Available,178.0
14.0,AUDI,A3 S-LINE,2018.0,999.0,Automatic,Petrol,77000.0,Ambalangoda,2024-12-24,No Leasing,USED,Available,Available,Available,Available,145.0
15.0,AUDI,A3 SPORTBACK,2017.0,1000.0,Automatic,Petrol,88000.0,Battaramulla,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Available,125.0
16.0,AUDI,A3 SPORTBACK,2017.0,1000.0,Automatic,Petrol,88000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Available,Available,142.5
17.0,AUDI,A3 SPORTBACK,2017.0,1000.0,Automatic,Petrol,88000.0,Battaramulla,2025-01-03,No Leasing,USED,Available,Available,Available,Available,165.0
18.0,AUDI,A3 TFSI,2018.0,1000.0,Automatic,Petrol,77000.0,Colombo,2025-01-16,No Leasing,USED,Available,Available,Available,Available,149.5
19.0,AUDI,A3 TFSI,2015.0,1899.0,Automatic,Petrol,110000.0,Nittambuwa,2024-12-10,No Leasing,USED,Available,Available,Available,Available,159.0
20.0,AUDI,A3 TFSI,2015.0,1500.0,Automatic,Petrol,110000.0,Nittambuwa,2024-12-09,No Leasing,USED,Available,Available,Available,Available,159.0
21.0,AUDI,A4,2001.0,1900.0,Manual,Diesel,264000.0,Piliyandala,2025-02-04,No Leasing,USED,Available,Available,Available,Available,38.8
22.0,AUDI,A4,2010.0,1800.0,Automatic,Petrol,165000.0,Kotte,2025-02-03,No Leasing,USED,Available,Available,Available,Available,118.0
23.0,AUDI,A4,2019.0,1400.0,Automatic,Petrol,66000.0,Battaramulla,2025-01-29,No Leasing,USED,Available,Available,Available,Available,225.0
24.0,AUDI,A4,2011.0,2000.0,Automatic,Petrol,154000.0,Colombo,2025-01-18,Ongoing Lease,USED,Available,Available,Available,Available,125.0
25.0,AUDI,A4,2012.0,2000.0,Automatic,Diesel,143000.0,Kandana,2025-01-15,No Leasing,USED,Available,Available,Available,Available,169.0
26.0,AUDI,A4,1999.0,1900.0,Manual,Diesel,286000.0,Anuradapura,2025-01-09,No Leasing,USED,Available,Available,Available,Available,31.5
27.0,AUDI,A4,2003.0,1800.0,Automatic,Petrol,242000.0,Moratuwa,2025-01-06,No Leasing,USED,Available,Available,Available,Available,53.6
28.0,AUDI,A4,2011.0,2000.0,Automatic,Diesel,154000.0,Colombo,2025-01-27,No Leasing,USED,Available,Available,Not_Available,Available,108.0
29.0,AUDI,A4,2012.0,1800.0,Automatic,Petrol,143000.0,Wattala,2025-01-21,No Leasing,USED,Available,Available,Available,Available,139.0
30.0,AUDI,A4,2016.0,2000.0,Automatic,Petrol,99000.0,Kiribathgoda,2025-01-21,No Leasing,USED,Available,Available,Available,Available,210.0
31.0,AUDI,A4,2011.0,2000.0,Automatic,Diesel,154000.0,Kegalle,2024-12-28,No Leasing,USED,Available,Available,Available,Available,116.5
32.0,AUDI,A4,2010.0,1800.0,Automatic,Petrol,165000.0,Gampaha,2024-12-26,No Leasing,USED,Available,Available,Available,Available,100.0
33.0,AUDI,A4,2012.0,1800.0,Automatic,Petrol,143000.0,Colombo,2024-12-22,No Leasing,USED,Available,Available,Available,Not_Available,145.0
34.0,AUDI,A4,2012.0,1800.0,Automatic,Petrol,143000.0,Homagama,2024-12-15,No Leasing,USED,Available,Available,Available,Available,155.0
35.0,AUDI,A4 1.9 TDI,2001.0,1900.0,Manual,Diesel,264000.0,Kotte,2025-01-16,No Leasing,USED,Available,Available,Available,Available,5.0
36.0,AUDI,A4 B8,2011.0,1800.0,Automatic,Petrol,154000.0,Weligama,2025-01-25,No Leasing,USED,Available,Available,Available,Available,112.0
37.0,AUDI,A4 RS4 CONVERSION,2012.0,1800.0,Automatic,Petrol,143000.0,Kegalle,2024-12-10,No Leasing,USED,Available,Available,Available,Available,140.0
38.0,AUDI,A4 S LINE,2016.0,1600.0,Automatic,Petrol,99000.0,Colombo,2025-01-30,No Leasing,USED,Available,Available,Available,Available,215.0
39.0,AUDI,A4 S LINE,2010.0,1800.0,Automatic,Petrol,165000.0,Galle,2025-01-10,No Leasing,USED,Available,Available,Available,Available,102.0
40.0,AUDI,A5,2018.0,1400.0,Automatic,Petrol,77000.0,Colombo,2024-12-13,No Leasing,USED,Available,Available,Available,Available,316.5
41.0,AUDI,A5,2014.0,2000.0,Automatic,Petrol,121000.0,Colombo,2024-12-13,No Leasing,USED,Available,Available,Available,Available,220.0
42.0,AUDI,A6,2011.0,2000.0,,Petrol,154000.0,Nugegoda,2025-02-03,No Leasing,USED,Available,Available,,Available,
43.0,AUDI,A6,2013.0,2000.0,Automatic,Petrol,132000.0,Colombo,2025-02-01,No Leasing,USED,Available,Available,Available,Available,180.0
44.0,AUDI,A6,2012.0,2000.0,Automatic,Petrol,143000.0,Nugegoda,2025-01-30,No Leasing,USED,Available,Available,Available,Available,149.0
45.0,AUDI,A6,2013.0,2000.0,Automatic,Diesel,132000.0,Ratnapura,2025-01-05,No Leasing,USED,Available,Available,Available,Available,180.0
46.0,AUDI,,2001.0,,Manual,Diesel,264000.0,Hambantota,2025-01-27,No Leasing,USED,Available,,Available,Available,48.0
47.0,AUDI,A6,2013.0,2000.0,Automatic,Petrol,132000.0,Gampaha,2024-12-31,No Leasing,USED,Available,Available,Available,Available,180.0
48.0,AUDI,A6,2003.0,2000.0,Manual,Diesel,,Colombo,2024-12-27,No Leasing,USED,,Available,Available,Available,48.5
49.0,AUDI,A6 S LINE,2010.0,2000.0,Automatic,Petrol,165000.0,Dehiwala-Mount-Lavinia,2025-02-01,No Leasing,USED,Available,Available,Available,Available,117.5
50.0,AUDI,A6 S LINE,2016.0,1800.0,Automatic,Petrol,99000.0,Colombo,2025-01-12,No Leasing,USED,Available,Available,Available,Available,248.0
51.0,AUDI,A6 T1.8,2004.0,1800.0,Automatic,Petrol,231000.0,Nittambuwa,2025-01-03,No Leasing,USED,Available,Available,Available,Available,16.95
52.0,AUDI,A6 TFSI,,1800.0,Automatic,Petrol,88000.0,Moratuwa,2025-01-24,No Leasing,USED,Available,Available,Available,Available,256.5
53.0,AUDI,A8L,2013.0,3000.0,Automatic,Diesel,132000.0,Maharagama,2025-01-03,No Leasing,USED,Available,Available,Available,Available,25.0
54.0,AUDI,A8L,2013.0,3000.0,Automatic,Hybrid,132000.0,Colombo,2024-12-31,No Leasing,USED,Available,Available,Available,Available,25.0
55.0,AUDI,Q4,2024.0,1500.0,Automatic,Electric,11000.0,Gampola,2025-01-12,No Leasing,NEW,Available,Available,Available,Available,475.0
56.0,AUSTIN,CAMBRIDGE,1960.0,1500.0,Manual,Petrol,715000.0,Kuliyapitiya,2024-12-28,No Leasing,USED,Available,Available,Not_Available,Not_Available,12.75
57.0,AUSTIN,COOPER S,1998.0,1300.0,Automatic,Petrol,297000.0,Colombo,2024-12-08,No Leasing,USED,Available,Available,Not_Available,Not_Available,33.5
58.0,AUSTIN,MINI,1960.0,1300.0,Automatic,Petrol,715000.0,Colombo,2024-12-29,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,25.0
59.0,AUSTIN,MINI COOPER,1980.0,1300.0,Manual,Petrol,495000.0,Minuwangoda,2025-02-05,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5
60.0,AUSTIN,MINI COOPER,1969.0,1300.0,Automatic,Petrol,616000.0,Matara,2025-02-03,No Leasing,USED,Available,Available,,Available,24.9
61.0,AUSTIN,MINI COOPER,1969.0,1300.0,Manual,Petrol,616000.0,Gampaha,2025-01-18,No Leasing,USED,Available,Available,Not_Available,Not_Available,20.5
62.0,AUSTIN,MINI COOPER,1997.0,1300.0,Automatic,Petrol,308000.0,Kadawatha,2025-01-15,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30.0
63.0,AUSTIN,MINI COOPER,1995.0,1300.0,Manual,Petrol,330000.0,Horana,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,26.5
64.0,AUSTIN,MINI COOPER,1960.0,1300.0,Manual,Petrol,715000.0,Mawanella,2025-01-09,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,22.95
65.0,AUSTIN,MINI COOPER,1969.0,1275.0,Manual,Petrol,616000.0,Ambalangoda,2025-01-21,No Leasing,USED,Available,,Not_Available,Not_Available,21.0
66.0,,,1980.0,1300.0,Manual,Petrol,495000.0,Kandy,2025-01-21,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23.0
67.0,AUSTIN,MINI COOPER,1997.0,1300.0,Automatic,Petrol,308000.0,Kaduwela,2025-01-19,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,30.0
68.0,AUSTIN,MINI COOPER,1997.0,1300.0,Automatic,Petrol,308000.0,Kadawatha,2025-01-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,23.0
69.0,AUSTIN,MINI COOPER,1980.0,1000.0,Manual,Petrol,495000.0,Gampaha,2024-12-23,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,21.5
70.0,AUSTIN,MINI COOPER,1970.0,1300.0,Manual,Petrol,605000.0,Kandy,2024-12-11,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,25.25
71.0,AUSTIN,MINI COOPER,1969.0,1300.0,Automatic,Petrol,616000.0,Matara,2024-12-04,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,28.5
72.0,AUSTIN,MORRIS MINI COOPER,1961.0,1275.0,Manual,Petrol,704000.0,Kandy,2025-01-31,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,38.0
73.0,BAJAJ,QUTE,2019.0,1500.0,Manual,Petrol,66000.0,Kurunegala,2025-02-04,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.75
74.0,BAJAJ,QUTE,2018.0,1500.0,Manual,,77000.0,Nuwara-Eliya,2025-02-02,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5
75.0,BAJAJ,QUTE,2018.0,1500.0,Manual,Petrol,77000.0,Nuwara-Eliya,2025-02-02,No Leasing,USED,Available,Available,Available,Not_Available,10.5
76.0,BAJAJ,QUTE,2019.0,1500.0,Manual,Petrol,66000.0,Colombo,2025-01-14,No Leasing,USED,Available,Not_Available,Not_Available,Not_Available,13.78125
77.0,BAJAJ,QUTE,2019.0,1500.0,Manual,Petrol,66000.0,Galle,2024-12-15,No Leasing,USED,Not_Available,Not_Available,Available,Not_Available,12.25
78.0,BAJAJ,QUTE,2019.0,1500.0,Manual,Petrol,66000.0,Mullaitivu,2024-12-11,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,10.5
79.0,BMW,116I,2013.0,1600.0,Automatic,Petrol,132000.0,Colombo,2025-02-02,No Leasing,USED,Available,Available,Available,Available,160.0
80.0,BMW,316I,2014.0,1600.0,Automatic,Petrol,121000.0,Dehiwala-Mount-Lavinia,2025-01-25,No Leasing,USED,Available,Available,Available,Available,169.0
81.0,BMW,316I E30,1990.0,1600.0,Manual,Petrol,385000.0,Kuliyapitiya,2025-01-23,No Leasing,USED,Available,Available,Available,Available,39.0
82.0,BMW,316I SPORTS,2015.0,1600.0,Automatic,Petrol,110000.0,Kottawa,2025-01-23,No Leasing,USED,Available,Available,Available,Available,178.0
83.0,BMW,318I,2017.0,1500.0,Automatic,Petrol,88000.0,Colombo,2025-02-04,No Leasing,USED,Available,Not_Available,Available,Available,220.0
84.0,BMW,318I,2016.0,1500.0,Automatic,Petrol,99000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Available,Available,205.0
85.0,BMW,318I,2018.0,1500.0,Automatic,Petrol,77000.0,Nugegoda,2025-01-27,No Leasing,USED,Available,Available,Available,Available,271.25
86.0,BMW,318I,2016.0,1500.0,Automatic,Petrol,99000.0,Kandana,2025-01-03,No Leasing,USED,Available,Available,Available,Available,210.0
87.0,BMW,318I LUXURY LINE,2018.0,1500.0,Automatic,Petrol,77000.0,Colombo,2025-01-14,No Leasing,USED,Available,Available,Available,Available,218.75
88.0,BMW,318I M SPORT,2018.0,1499.0,Automatic,Petrol,77000.0,Colombo,2025-01-31,No Leasing,USED,Available,Available,Available,Available,250.0
89.0,BMW,318I M SPORT,2018.0,1500.0,Automatic,Petrol,77000.0,Kesbewa,2025-01-20,No Leasing,USED,Available,Available,Available,Available,250.0
90.0,BMW,318I M SPORT AUSTRALIAN,2018.0,1500.0,,Petrol,77000.0,Nugegoda,2025-01-30,,USED,Available,Available,Available,Available,
91.0,BMW,318I M SPORT AUSTRALIAN,2018.0,1500.0,Automatic,Petrol,77000.0,Nugegoda,2025-01-30,No Leasing,USED,Available,Available,Available,Available,280.0
92.0,BMW,318I M SPORT SHADOW,2018.0,1500.0,Automatic,Petrol,77000.0,Boralesgamuwa,2025-02-02,No Leasing,USED,Available,Available,Available,Available,275.0
93.0,BMW,318I MSPORT,2017.0,1500.0,Automatic,Petrol,88000.0,Negombo,2025-02-04,No Leasing,USED,Available,Available,Available,Available,225.0
94.0,BMW,318I SHADOW EDITION,2018.0,1500.0,Automatic,Petrol,77000.0,Moratuwa,2024-12-14,No Leasing,USED,Available,Available,Available,Available,280.0
95.0,BMW,320D,2011.0,2000.0,Automatic,Diesel,154000.0,Colombo,2025-01-14,No Leasing,USED,Available,Available,Available,Available,295.75
96.0,BMW,320D,2000.0,2000.0,Manual,Diesel,275000.0,Kelaniya,2025-01-27,No Leasing,USED,Available,Available,Available,Available,54.5
97.0,BMW,320D,2011.0,2000.0,Automatic,Diesel,154000.0,Ja-Ela,2025-01-21,No Leasing,USED,Available,Available,Available,Available,119.5
98.0,BMW,320D,2013.0,2000.0,Automatic,Diesel,132000.0,Kurunegala,2025-01-20,No Leasing,USED,Available,Available,Available,Available,190.0
99.0,BMW,320D,2013.0,2000.0,Automatic,Diesel,132000.0,Colombo,2024-12-22,No Leasing,USED,Available,Available,Available,Available,180.0
100.0,BMW,320D SPORTS,2013.0,2000.0,Automatic,Diesel,132000.0,Kandy,2025-02-05,No Leasing,USED,Available,Available,Available,Available,179.0
101.0,BMW,320I,2007.0,1990.0,Automatic,Petrol,198000.0,Gampaha,2025-01-14,No Leasing,USED,Available,Available,Available,Available,115.0
102.0,BMW,320I,2007.0,2000.0,Automatic,Petrol,198000.0,Ja-Ela,2025-01-21,No Leasing,USED,Available,Available,Available,Available,115.0
103.0,BMW,320I,2007.0,2000.0,Automatic,Petrol,198000.0,Galle,2024-12-15,No Leasing,USED,Available,Available,Available,Available,115.0
104.0,BMW,320I E90,2007.0,2000.0,Automatic,Petrol,198000.0,Ja-Ela,2025-01-29,No Leasing,USED,Available,Available,Available,Available,115.0
105.0,BMW,320I E90,2007.0,2000.0,Automatic,Petrol,198000.0,Ja-Ela,2025-01-26,No Leasing,USED,Available,Available,Available,Available,115.0
106.0,BMW,320I E90,2010.0,1997.0,Automatic,Petrol,165000.0,Gampaha,2025-01-03,No Leasing,USED,Available,Available,Available,Available,123.125
107.0,BMW,320I E90,2006.0,2000.0,Manual,Petrol,209000.0,Colombo,2024-12-19,No Leasing,USED,Available,Available,Available,Available,116.0
108.0,BMW,420D,2015.0,2000.0,Automatic,Diesel,110000.0,Colombo,2025-01-29,No Leasing,USED,Available,Available,Available,Available,350.0
109.0,BMW,430I GRAN COUPE,2017.0,2000.0,Automatic,Petrol,88000.0,Dehiwala-Mount-Lavinia,2025-02-03,No Leasing,USED,Available,Available,Available,Available,450.0
110.0,BMW,520,2012.0,2000.0,Automatic,Diesel,143000.0,Wennappuwa,2025-01-10,No Leasing,USED,Available,Available,Available,Available,228.0
111.0,BMW,520D,2012.0,1995.0,Automatic,Diesel,143000.0,Gampaha,2025-02-05,No Leasing,USED,Available,Available,Available,Available,245.0
112.0,BMW,520D,2012.0,1995.0,Automatic,Diesel,143000.0,Anuradapura,2025-02-05,No Leasing,USED,Available,Available,Available,Available,220.0
113.0,BMW,520D,2012.0,2000.0,Automatic,Diesel,143000.0,Kuliyapitiya,2025-02-02,No Leasing,USED,Available,Available,Available,Available,212.0
114.0,BMW,520D,2013.0,2000.0,Automatic,Diesel,132000.0,Dehiwala-Mount-Lavinia,2025-02-02,No Leasing,USED,Available,Available,Available,Available,264.0
115.0,BMW,520D,2012.0,1995.0,Automatic,Diesel,,Malabe,2025-01-31,No Leasing,USED,Available,Available,Available,Available,225.0
116.0,BMW,520D,2013.0,2000.0,Automatic,Diesel,132000.0,Colombo,2025-01-28,No Leasing,USED,Available,Available,Available,Available,264.0
,BMW,520D,2015.0,2000.0,Automatic,Diesel,110000.0,Colombo,2025-01-24,,,Available,Available,Available,Available,330.0
118.0,BMW,520D,2012.0,2000.0,Automatic,Diesel,143000.0,Wattala,2025-01-24,No Leasing,USED,Available,Available,Available,Available,198.0
119.0,BMW,520D,2013.0,2000.0,Automatic,Diesel,132000.0,Battaramulla,2025-01-05,No Leasing,USED,Available,Available,Available,Available,258.0
120.0,BMW,520D,2012.0,2000.0,Automatic,Diesel,143000.0,Matara,2024-12-25,No Leasing,USED,Available,Available,Available,Available,220.0
121.0,BMW,520D,2013.0,2000.0,Automatic,Diesel,132000.0,Galle,2024-12-18,Ongoing Lease,USED,Available,Available,Available,Available,270.0
122.0,BMW,520D 3 OPTION,2013.0,2000.0,Automatic,Diesel,132000.0,Colombo,2025-01-09,No Leasing,USED,Available,Available,Available,Available,238.0
123.0,BMW,520D M SPORT,2015.0,2000.0,Automatic,Diesel,110000.0,Kandy,2025-01-30,No Leasing,USED,Available,Available,Available,Available,360.0
124.0,BMW,520D MSPORT,2012.0,1995.0,Automatic,Diesel,143000.0,Dankotuwa,2025-02-03,No Leasing,USED,Available,Available,Available,Available,218.00002
125.0,BMW,520I,2005.0,2000.0,Automatic,Petrol,220000.0,Kottawa,2025-01-29,No Leasing,USED,Available,Available,Available,Available,100.0
126.0,BMW,520I,2011.0,2000.0,Automatic,Petrol,154000.0,Welisara,2025-01-17,No Leasing,USED,Available,Available,Available,Available,178.0
127.0,BMW,520I,2011.0,2000.0,Automatic,Petrol,154000.0,Kegalle,2024-12-07,No Leasing,USED,Available,Available,Available,Available,175.0
128.0,BMW,525 E,,,Manual,Diesel,561000.0,Panadura,2024-12-17,No Leasing,USED,Available,Available,Available,Not_Available,14.5
129.0,BMW,530E,2017.0,1990.0,Automatic,Hybrid,88000.0,Colombo,2025-02-04,No Leasing,USED,Available,Available,Available,Available,364.5
130.0,BMW,530E,2017.0,1500.0,Automatic,Petrol,88000.0,Dehiwala-Mount-Lavinia,2025-02-04,No Leasing,USED,Available,Available,Available,Available,364.5
131.0,BMW,530E,2017.0,2000.0,Automatic,Petrol,88000.0,Colombo,2025-01-26,No Leasing,USED,Available,Available,Available,Available,364.5
132.0,BMW,530E,2017.0,1500.0,Automatic,Petrol,88000.0,Kandy,2025-01-21,No Leasing,USED,Available,Available,Available,Available,364.5
133.0,BMW,530I M SPORT,2017.0,2200.0,Automatic,Petrol,88000.0,Colombo,2024-12-07,No Leasing,USED,Available,Not_Available,Available,Available,460.0
134.0,BMW,535I,2011.0,3000.0,Automatic,Petrol,154000.0,Colombo,2025-01-29,No Leasing,USED,Available,Available,Available,Available,185.0
135.0,BMW,730 LI,2006.0,3000.0,Automatic,Petrol,209000.0,Kandy,2025-01-21,No Leasing,USED,Available,Available,Available,Available,175.0
136.0,BMW,730IL,2011.0,3000.0,Automatic,Petrol,154000.0,Colombo,2024-12-04,No Leasing,USED,Available,Available,Available,Available,275.0
137.0,BMW,730L ACTIVEHYBRID 7,2014.0,3000.0,Automatic,Hybrid,121000.0,Colombo,2025-01-18,No Leasing,USED,Available,Available,Available,Available,285.0
138.0,BMW,740LE M SPORT,2016.0,2000.0,Automatic,Petrol,99000.0,Matale,2025-01-16,No Leasing,USED,Available,Available,Available,Available,575.0
139.0,BMW,DE90,2011.0,2000.0,Automatic,Diesel,154000.0,Homagama,2025-01-28,No Leasing,USED,Available,Available,Available,Available,127.0
140.0,BMW,E 30,1988.0,1800.0,Manual,Petrol,407000.0,Polonnaruwa,,No Leasing,USED,,,Available,Available,28.5
141.0,BMW,E 36 318I,1993.0,1800.0,Manual,Petrol,352000.0,Hambantota,2025-01-23,Ongoing Lease,USED,Available,Available,Available,Available,45.0
142.0,BMW,E30 316I,1991.0,1590.0,Manual,Petrol,374000.0,Horana,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.0
143.0,BMW,E34,1990.0,1796.0,Manual,Petrol,385000.0,Gampaha,2024-12-10,No Leasing,USED,Available,Available,Available,Available,29.5
144.0,BMW,E39,2002.0,2500.0,Automatic,Petrol,253000.0,Colombo,2025-02-01,No Leasing,USED,Available,Available,Available,Available,85.0
145.0,BMW,E46 318I,2002.0,1980.0,Manual,Petrol,253000.0,Kandy,2025-01-23,No Leasing,USED,Available,Available,Available,Available,65.0
146.0,BMW,E46 320D,2000.0,2500.0,Manual,Diesel,275000.0,Homagama,2025-01-31,No Leasing,USED,Available,Available,Available,Available,62.5
147.0,BMW,E60 530I,2004.0,3000.0,Automatic,Petrol,231000.0,Dehiwala-Mount-Lavinia,2024-12-05,No Leasing,USED,Available,Available,Available,Available,95.0
148.0,BMW,G30 530I,2017.0,2000.0,Automatic,Petrol,88000.0,Colombo,2025-01-30,No Leasing,USED,Available,Available,Available,Available,380.0
149.0,BMW,I3 REX,2016.0,650.0,Automatic,Hybrid,99000.0,Piliyandala,2025-02-04,No Leasing,USED,Available,Available,Available,Available,167.0
150.0,BMW,I3 REX,2016.0,650.0,Automatic,Hybrid,99000.0,Piliyandala,2025-01-04,No Leasing,USED,Available,Available,Available,Available,167.0
151.0,BMW,I8 COUPE,2018.0,2990.0,Automatic,Hybrid,77000.0,Kurunegala,2025-02-02,No Leasing,USED,Available,Available,Available,Available,349.0
152.0,BMW,LUXURY LINE,2017.0,,Automatic,Petrol,,Colombo,2024-12-20,,USED,Available,Available,Available,Available,225.0
153.0,BMW,M SPORT,2018.0,2000.0,Automatic,Petrol,77000.0,Moratuwa,2025-01-14,No Leasing,USED,Available,Available,Available,Available,425.0
154.0,BMW,M2351,2014.0,3000.0,Automatic,Petrol,121000.0,Dehiwala-Mount-Lavinia,2024-12-21,No Leasing,USED,Available,Available,Not_Available,Available,355.0
155.0,BMW,M5 4400,2012.0,4400.0,Automatic,Petrol,143000.0,Colombo,2025-01-17,No Leasing,USED,Available,Available,Available,Available,350.0
156.0,BMW,MINI COOPER,2020.0,1200.0,Automatic,Petrol,55000.0,Colombo,2025-01-05,No Leasing,USED,Available,Available,Available,Available,149.5
157.0,BMW,MINI COOPER S,2007.0,1590.0,Automatic,Petrol,198000.0,Wattala,2024-12-17,No Leasing,USED,Available,Available,Available,Available,89.5
158.0,BMW,MINI COORPER,2015.0,1600.0,Manual,Petrol,110000.0,Mawanella,2025-02-03,No Leasing,USED,Available,Available,Available,Available,105.0
159.0,BYD,SEAL,2024.0,1500.0,Automatic,Electric,11000.0,Dehiwala-Mount-Lavinia,2025-02-05,No Leasing,NEW,Available,Available,Available,Available,394.5
160.0,CHERY,CHERY,2015.0,1000.0,Manual,Petrol,110000.0,Chilaw,2025-01-30,No Leasing,USED,Available,Available,Available,Available,31.5
161.0,CHERY,QQ,2009.0,800.0,Manual,Petrol,176000.0,Anuradapura,2025-02-05,No Leasing,USED,Not_Available,Available,Available,Available,12.75
162.0,CHERY,QQ,2006.0,812.0,Automatic,Petrol,209000.0,Homagama,2025-02-05,No Leasing,USED,Available,Available,Available,Available,11.3
163.0,CHERY,QQ,2011.0,798.0,Manual,Petrol,154000.0,Nittambuwa,2025-02-05,Ongoing Lease,USED,Available,Available,Available,Available,12.0375
164.0,CHERY,QQ,2010.0,812.0,Automatic,Petrol,165000.0,Colombo,2025-02-05,No Leasing,USED,Available,Available,Not_Available,Not_Available,18.375
165.0,CHERY,,,800.0,Manual,Petrol,209000.0,Kurunegala,2025-02-05,No Leasing,USED,Available,Available,,Available,11.3
166.0,CHERY,QQ,2007.0,812.0,Manual,Petrol,198000.0,Kalutara,2025-02-04,No Leasing,USED,Available,Available,Available,Available,12.6
167.0,CHERY,QQ,2007.0,812.0,Manual,Petrol,198000.0,Kalutara,2025-02-04,No Leasing,USED,Available,Available,Available,Available,13.65
168.0,CHERY,QQ,2006.0,800.0,Manual,Petrol,209000.0,Gampaha,2025-02-03,No Leasing,USED,Available,Available,Available,Available,12.25
169.0,CHERY,QQ,2011.0,812.0,Manual,Petrol,154000.0,Malabe,2025-02-03,No Leasing,USED,Available,Available,Available,Available,14.9
170.0,CHERY,QQ,2006.0,800.0,Manual,Petrol,209000.0,Anuradapura,2025-02-01,No Leasing,USED,Not_Available,Available,Available,Available,13.2
171.0,CHERY,QQ,2006.0,798.0,Manual,Petrol,209000.0,Kurunegala,2025-02-01,No Leasing,USED,Available,Available,Not_Available,Available,11.3
172.0,CHERY,QQ,2006.0,800.0,Manual,Petrol,209000.0,Galle,2025-02-01,No Leasing,USED,Not_Available,Available,Not_Available,Not_Available,9.5
173.0,CHERY,QQ,2006.0,800.0,Manual,Petrol,209000.0,Kandy,2025-01-31,Ongoing Lease,USED,Available,Available,Available,Available,8.575000000000001
174.0,CHERY,QQ,2011.0,800.0,Manual,Petrol,154000.0,Kaduwela,2025-01-29,No Leasing,USED,Available,Available,Not_Available,Available,15.5
175.0,CHERY,QQ,2006.0,800.0,Manual,Petrol,209000.0,Kalutara,2025-01-17,No Leasing,USED,Not_Available,Available,Not_Available,Available,11.75
176.0,CHERY,,,,Manual,Petrol,209000.0,Galle,2025-01-14,No Leasing,USED,Available,Available,Available,Available,11.0
